id,target,p_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9,p_10,p_11,p_12,p_13,p_14,p_15,p_16,p_17,p_18,p_19,p_20,p_21,p_22,p_23,p_24,p_25,p_26,p_27,p_28,p_29,p_30,p_31,p_32,p_33,p_34,p_35,p_36,p_37,p_38,p_39,p_40,p_41,p_42,p_43,p_44,p_45,p_46,p_47,p_48,p_49,p_50,p_51,p_52,p_53,p_54,p_55,p_56,p_57,p_58,p_59,p_60,p_61,p_62,p_63,p_64,p_65,p_66,p_67,p_68,p_69,p_70,p_71,p_72,p_73,p_74,p_75,p_76,p_77,p_78,p_79,p_80,p_81,p_82,p_83,p_84,p_85,p_86,p_87,p_88,p_89,p_90,p_91,p_92,p_93,p_94,p_95,p_96,p_97,p_98,p_99,p_100,p_101,p_102,p_103,p_104,p_105,p_106,p_107,p_108,p_109,p_110,p_111,p_112,p_113,p_114,p_115,p_116,p_117,p_118,p_119,p_120
sequence_40819,532,0.1309,0.0336,0.0268,0.0302,0.0,0.0268,0.0302,0.057,0.0067,0.057,0.1409,0.0235,0.0201,0.047,0.0403,0.094,0.057,0.0201,0.0503,0.1074,0.0,0.2803,2.602,-2.494,0.5234,-0.4699,0.3288,-1.2842,2.1734,-1.6424,0.0872,-1.3507,-1.6261,1.9219,-1.8119,0.3235,-0.1818,1.7949,-0.3178,0.8045,-0.4459,4.7116,0.6461,-0.9641,-2.6392,-0.4076,0.5091,-0.0515,0.1427,-0.9345,0.467,-2.6513,0.3727,-1.7964,-1.4065,-1.3956,2.4616,-0.5828,2.3191,-2.0465,-2.8436,-1.6972,-2.1848,0.5985,-0.1125,-0.999,-1.5468,3.5639,-1.2664,-1.7326,2.0627,-2.0228,-0.5328,-1.8092,-0.1064,-0.1553,2.3164,0.1517,-0.7481,-2.643,-0.3291,-0.1796,-0.3241,2.1549,-0.1588,-0.0131,3.075,-1.3172,0.5073,-0.1129,-0.9693,2.0806,-1.527,0.2966,-2.9899,-0.2319,-0.6922,2.6527,1.637,-0.976,1.5303,1.3855,0.2632,-0.0911,-0.401,-1.0008,0.8177,4.8091,-2.0681,3.0494,1.0287,-2.843,-1.2682,-0.3812,-0.0394,-1.695,-0.1548,-0.0442,-0.3115,-0.2037,2.8948
sequence_40824,523,0.1275,0.0336,0.0268,0.0302,0.0,0.0268,0.0302,0.0604,0.0067,0.057,0.1409,0.0235,0.0201,0.0503,0.0403,0.094,0.057,0.0201,0.047,0.1074,0.0,0.2697,2.5861,-2.4741,0.4779,-0.4671,0.3618,-1.2948,2.2113,-1.6345,0.0927,-1.3717,-1.628,1.9335,-1.833,0.3324,-0.1813,1.8022,-0.3109,0.7959,-0.4454,4.7115,0.6565,-0.9818,-2.663,-0.3876,0.4949,-0.0266,0.1455,-0.9558,0.46,-2.6656,0.3691,-1.8388,-1.4194,-1.4101,2.4301,-0.5542,2.3199,-1.9886,-2.845,-1.71,-2.1554,0.6297,-0.0793,-1.0258,-1.5368,3.5442,-1.2696,-1.7584,2.0548,-2.041,-0.537,-1.8074,-0.096,-0.1323,2.3079,0.1092,-0.7641,-2.6427,-0.2927,-0.1797,-0.3075,2.1616,-0.1654,-0.0006,3.0642,-1.3147,0.52,-0.111,-0.9553,2.0697,-1.532,0.3053,-2.9799,-0.2249,-0.6977,2.6194,1.6445,-1.0013,1.5183,1.3898,0.2383,-0.1072,-0.3836,-0.9696,0.8015,4.8147,-2.0661,3.0394,1.0503,-2.86,-1.2824,-0.407,-0.0201,-1.6797,-0.1634,-0.0376,-0.3179,-0.1862,2.893
sequence_40825,532,0.1275,0.0336,0.0268,0.0302,0.0,0.0268,0.0302,0.057,0.0067,0.057,0.1409,0.0235,0.0201,0.0503,0.0403,0.094,0.0604,0.0201,0.047,0.1074,0.0,0.2863,2.5989,-2.4851,0.4944,-0.4856,0.3459,-1.3162,2.1961,-1.6495,0.1021,-1.3557,-1.6335,1.9491,-1.8339,0.3353,-0.1817,1.8187,-0.3006,0.8058,-0.4539,4.7283,0.6641,-0.9637,-2.6505,-0.406,0.497,-0.0584,0.1525,-0.9529,0.4644,-2.6695,0.358,-1.8272,-1.4296,-1.4106,2.4617,-0.5672,2.3373,-2.0133,-2.8555,-1.7125,-2.1632,0.6278,-0.0904,-1.021,-1.5375,3.5688,-1.2612,-1.7329,2.0629,-2.0447,-0.5274,-1.8119,-0.1212,-0.135,2.3311,0.1481,-0.7597,-2.6543,-0.3007,-0.1879,-0.3057,2.1504,-0.1613,-0.0116,3.0756,-1.3132,0.5091,-0.1355,-0.9607,2.092,-1.5291,0.3088,-2.9862,-0.22,-0.7029,2.6343,1.6574,-0.9914,1.5174,1.3941,0.2367,-0.1024,-0.3913,-0.9889,0.8197,4.8182,-2.0688,3.0736,1.0501,-2.8425,-1.2875,-0.4008,-0.0286,-1.7159,-0.178,-0.0423,-0.338,-0.1979,2.8911
sequence_40797,558,0.1275,0.0336,0.0268,0.0302,0.0034,0.0268,0.0302,0.057,0.0067,0.057,0.1409,0.0235,0.0201,0.0503,0.0403,0.094,0.0537,0.0201,0.0503,0.1074,0.0,0.3033,2.6056,-2.4928,0.491,-0.4879,0.3336,-1.3076,2.1766,-1.6526,0.1088,-1.3378,-1.6272,1.9408,-1.8294,0.3209,-0.1875,1.7862,-0.3062,0.7821,-0.4367,4.731,0.6544,-0.9646,-2.6235,-0.397,0.489,-0.0469,0.1657,-0.9574,0.475,-2.6467,0.3608,-1.8132,-1.4307,-1.3781,2.4595,-0.5777,2.342,-2.0284,-2.8515,-1.7038,-2.1726,0.6188,-0.0993,-1.0131,-1.55,3.564,-1.244,-1.7079,2.0458,-2.0426,-0.5254,-1.801,-0.1232,-0.1395,2.3056,0.153,-0.7673,-2.6512,-0.3073,-0.1844,-0.3031,2.141,-0.1521,-0.0025,3.0583,-1.3046,0.5002,-0.142,-0.9697,2.0825,-1.5329,0.2992,-2.9741,-0.2433,-0.7071,2.6225,1.6685,-0.9673,1.4992,1.3722,0.2562,-0.098,-0.4094,-0.9629,0.8157,4.8262,-2.0589,3.0811,1.0569,-2.8371,-1.2838,-0.3825,-0.038,-1.7132,-0.1793,-0.0245,-0.3241,-0.2154,2.8885
sequence_40800,558,0.1275,0.0336,0.0268,0.0336,0.0,0.0268,0.0302,0.057,0.0067,0.057,0.1409,0.0235,0.0201,0.0503,0.0403,0.094,0.0537,0.0201,0.0503,0.1074,0.0,0.2884,2.5932,-2.4814,0.4796,-0.479,0.349,-1.3228,2.2745,-1.7507,0.0835,-1.3479,-1.6344,1.9562,-1.8693,0.2628,-0.1482,1.8452,-0.3159,0.8459,-0.4029,4.6923,0.6433,-1.0273,-2.7309,-0.3966,0.3944,-0.0768,0.1545,-0.981,0.4531,-2.7049,0.3647,-1.8276,-1.433,-1.4322,2.4805,-0.5489,2.3495,-2.0456,-2.9011,-1.7002,-2.1727,0.6371,-0.0944,-1.0055,-1.5197,3.5453,-1.2906,-1.7734,2.0448,-2.0613,-0.5554,-1.8168,-0.1354,-0.1513,2.3411,0.1497,-0.7517,-2.6828,-0.2509,-0.1225,-0.351,2.1529,-0.1749,-0.0415,3.0901,-1.3624,0.5365,-0.1153,-0.9526,2.0811,-1.5665,0.2999,-2.9984,-0.2654,-0.6848,2.6499,1.6585,-1.0188,1.5442,1.4048,0.3065,-0.1063,-0.4124,-1.0323,0.9057,4.8014,-2.1228,3.0225,1.0115,-2.8727,-1.2471,-0.4238,-0.0678,-1.7758,-0.0945,-0.0276,-0.3145,-0.2223,2.8626
sequence_40803,549,0.1275,0.0336,0.0268,0.0302,0.0,0.0268,0.0302,0.0604,0.0067,0.057,0.1409,0.0235,0.0201,0.0503,0.0403,0.094,0.0537,0.0201,0.0503,0.1074,0.0,0.2794,2.5817,-2.4827,0.5017,-0.4811,0.3482,-1.2942,2.2049,-1.6608,0.0714,-1.3527,-1.6339,1.9319,-1.8329,0.3176,-0.1708,1.8126,-0.3056,0.7805,-0.4258,4.7138,0.6418,-0.9715,-2.6577,-0.3936,0.4721,-0.0737,0.1533,-0.9625,0.4654,-2.6788,0.3624,-1.8093,-1.4226,-1.3964,2.4552,-0.5573,2.3501,-2.0314,-2.8613,-1.6996,-2.1744,0.621,-0.1004,-1.0347,-1.5426,3.5558,-1.2744,-1.7648,2.0791,-2.0298,-0.5399,-1.7849,-0.1069,-0.1448,2.3044,0.1447,-0.7725,-2.688,-0.3075,-0.1647,-0.3374,2.1553,-0.1572,-0.0209,3.0865,-1.3039,0.4985,-0.1332,-0.9692,2.0895,-1.5486,0.3055,-2.9813,-0.2367,-0.7141,2.6209,1.6729,-0.9786,1.5409,1.3685,0.2745,-0.0897,-0.4124,-0.9754,0.8559,4.8141,-2.0719,3.0495,1.0561,-2.8472,-1.2689,-0.3835,-0.041,-1.7307,-0.1473,-0.0433,-0.3298,-0.2014,2.8716
sequence_40804,561,0.1275,0.0336,0.0268,0.0302,0.0,0.0268,0.0302,0.057,0.0067,0.057,0.1443,0.0235,0.0201,0.0503,0.0403,0.094,0.0537,0.0201,0.0503,0.1074,0.0,0.2877,2.5922,-2.5032,0.502,-0.4751,0.3171,-1.3117,2.1434,-1.6096,0.0868,-1.3547,-1.6377,1.9331,-1.805,0.3554,-0.211,1.7767,-0.3034,0.7758,-0.4606,4.7425,0.6734,-0.9189,-2.6016,-0.3946,0.5525,-0.0328,0.1627,-0.9592,0.4659,-2.6462,0.378,-1.8075,-1.4197,-1.3818,2.4438,-0.5859,2.3377,-2.0282,-2.8483,-1.71,-2.1724,0.5956,-0.0958,-1.0313,-1.5514,3.564,-1.2524,-1.7438,2.0837,-2.0236,-0.5348,-1.8051,-0.1064,-0.1543,2.2974,0.1531,-0.7866,-2.6565,-0.3394,-0.1835,-0.2893,2.1252,-0.1549,0.0069,3.0784,-1.2728,0.4938,-0.1426,-0.9705,2.0852,-1.522,0.2788,-2.9881,-0.2366,-0.7141,2.6299,1.6599,-0.9473,1.5209,1.3605,0.2438,-0.0976,-0.3983,-0.9536,0.8101,4.8303,-2.0491,3.089,1.0673,-2.8282,-1.3006,-0.3613,-0.0242,-1.6845,-0.2172,-0.0478,-0.3321,-0.1733,2.9209
sequence_40805,564,0.1275,0.0336,0.0302,0.0302,0.0,0.0268,0.0302,0.057,0.0067,0.057,0.1409,0.0235,0.0201,0.0503,0.0403,0.094,0.0537,0.0201,0.0503,0.1074,0.0,0.3147,2.6153,-2.4816,0.4902,-0.4758,0.3773,-1.3201,2.27,-1.7526,0.1256,-1.3436,-1.629,1.9581,-1.9019,0.2338,-0.1672,1.8575,-0.307,0.8292,-0.3774,4.7005,0.6358,-1.0586,-2.7077,-0.3925,0.3965,-0.0556,0.1108,-0.9719,0.4695,-2.6685,0.361,-1.8504,-1.424,-1.4046,2.4818,-0.5447,2.3408,-2.0342,-2.883,-1.6826,-2.1563,0.6546,-0.0975,-0.9813,-1.5252,3.5567,-1.2675,-1.7229,2.018,-2.0594,-0.5291,-1.7956,-0.139,-0.1411,2.3509,0.1507,-0.7464,-2.6549,-0.2697,-0.1356,-0.3534,2.134,-0.1838,-0.0329,3.064,-1.3697,0.5319,-0.1057,-0.9547,2.0556,-1.5529,0.3236,-2.9746,-0.2574,-0.6945,2.6378,1.6553,-1.0326,1.5081,1.3946,0.2976,-0.1012,-0.4133,-1.0257,0.8771,4.8051,-2.1127,3.0275,1.0064,-2.8534,-1.238,-0.4301,-0.064,-1.7755,-0.0806,-0.0263,-0.3157,-0.2264,2.8476
sequence_40864,549,0.1275,0.0336,0.0268,0.0302,0.0,0.0268,0.0302,0.057,0.0067,0.057,0.1409,0.0235,0.0201,0.0503,0.0403,0.094,0.0537,0.0201,0.0503,0.1107,0.0,0.2852,2.5954,-2.4968,0.4929,-0.4723,0.3196,-1.2995,2.1484,-1.6034,0.0865,-1.3489,-1.6326,1.9368,-1.7934,0.3589,-0.1982,1.7664,-0.3035,0.7661,-0.4679,4.7437,0.6702,-0.9197,-2.6036,-0.3971,0.5315,-0.0391,0.1675,-0.9502,0.4575,-2.6525,0.3705,-1.8118,-1.4264,-1.3814,2.4465,-0.5861,2.3366,-2.0239,-2.8455,-1.7023,-2.1727,0.5945,-0.0975,-1.0367,-1.5506,3.5674,-1.2614,-1.7387,2.0757,-2.0391,-0.5334,-1.8225,-0.1108,-0.1497,2.2938,0.1537,-0.7827,-2.6514,-0.3347,-0.1968,-0.293,2.1373,-0.1474,0.0149,3.0757,-1.2686,0.497,-0.1542,-0.975,2.0828,-1.522,0.2879,-2.9778,-0.2447,-0.71,2.6254,1.6674,-0.9503,1.517,1.3767,0.2308,-0.0977,-0.4015,-0.9525,0.8017,4.8313,-2.0462,3.0847,1.0739,-2.8306,-1.2997,-0.3578,-0.0269,-1.677,-0.2175,-0.0394,-0.3249,-0.1944,2.9055
sequence_40808,543,0.1275,0.0336,0.0268,0.0302,0.0,0.0268,0.0302,0.057,0.0067,0.057,0.1409,0.0235,0.0235,0.0503,0.0403,0.094,0.057,0.0201,0.0503,0.104,0.0,0.2806,2.5781,-2.4999,0.503,-0.4976,0.3326,-1.2864,2.2079,-1.6312,0.0743,-1.3575,-1.6448,1.9357,-1.8201,0.3584,-0.1801,1.814,-0.3095,0.7906,-0.4664,4.7298,0.6479,-0.939,-2.6557,-0.3981,0.5352,-0.0534,0.1611,-0.9501,0.464,-2.6947,0.375,-1.8473,-1.4275,-1.4176,2.4399,-0.5653,2.3384,-2.0189,-2.8634,-1.7126,-2.1813,0.607,-0.1076,-1.0333,-1.5478,3.5643,-1.2706,-1.7946,2.1104,-2.0439,-0.549,-1.8042,-0.1117,-0.157,2.3001,0.1457,-0.7736,-2.6859,-0.3151,-0.1699,-0.3132,2.1775,-0.1711,-0.0174,3.0969,-1.2849,0.4913,-0.1292,-0.96,2.0939,-1.5526,0.2909,-2.9871,-0.216,-0.7161,2.6362,1.6617,-0.9667,1.5622,1.3876,0.2449,-0.1017,-0.4025,-0.971,0.8287,4.8217,-2.0684,3.0577,1.0619,-2.8772,-1.275,-0.3484,-0.047,-1.6992,-0.1892,-0.0458,-0.3329,-0.1843,2.8998
sequence_40810,549,0.1275,0.0336,0.0268,0.0302,0.0,0.0268,0.0302,0.057,0.0067,0.057,0.1376,0.0268,0.0201,0.0503,0.0403,0.094,0.057,0.0201,0.0503,0.1074,0.0,0.2476,2.5508,-2.485,0.4974,-0.4672,0.3789,-1.3212,2.2945,-1.7708,0.0615,-1.3174,-1.6334,1.9408,-1.886,0.2299,-0.1261,1.8758,-0.2904,0.8297,-0.3552,4.678,0.6385,-1.0245,-2.7472,-0.4025,0.3778,-0.1214,0.1313,-1.0109,0.4705,-2.7668,0.3852,-1.8684,-1.4394,-1.4775,2.4513,-0.5236,2.3774,-2.0386,-2.9241,-1.7154,-2.1877,0.619,-0.0986,-1.0519,-1.5359,3.5372,-1.3369,-1.8206,2.0656,-2.0606,-0.5682,-1.7689,-0.1283,-0.1445,2.3206,0.1257,-0.717,-2.7165,-0.2392,-0.1255,-0.3549,2.1854,-0.189,-0.0553,3.1211,-1.4091,0.5244,-0.0878,-0.9494,2.086,-1.5923,0.3036,-3.0005,-0.284,-0.6879,2.6571,1.6588,-1.051,1.515,1.3488,0.3516,-0.0935,-0.4176,-1.0014,0.9679,4.7966,-2.1113,3.0051,1.0182,-2.8583,-1.2111,-0.4224,-0.0569,-1.7878,-0.0592,-0.0149,-0.3196,-0.2529,2.8294
sequence_40862,546,0.1275,0.0336,0.0268,0.0302,0.0,0.0268,0.0302,0.057,0.0067,0.057,0.1376,0.0235,0.0201,0.0503,0.0403,0.094,0.057,0.0235,0.0503,0.1074,0.0,0.3116,2.6365,-2.5039,0.4816,-0.4922,0.3703,-1.3162,2.2229,-1.703,0.0987,-1.342,-1.6183,1.9527,-1.8694,0.2857,-0.1723,1.8221,-0.294,0.8034,-0.4394,4.7237,0.6145,-1.0013,-2.6753,-0.3987,0.4632,-0.0807,0.1626,-0.9699,0.48,-2.6537,0.3652,-1.8322,-1.4423,-1.3898,2.4759,-0.568,2.3552,-2.0333,-2.87,-1.717,-2.1589,0.617,-0.1038,-1.0087,-1.5287,3.573,-1.2802,-1.7339,2.0511,-2.029,-0.5177,-1.7913,-0.1311,-0.141,2.3457,0.1507,-0.7534,-2.6651,-0.2902,-0.1693,-0.3366,2.1426,-0.1672,-0.0137,3.0633,-1.3318,0.5139,-0.122,-0.9668,2.0716,-1.5313,0.3098,-3.0023,-0.2371,-0.6963,2.6446,1.6643,-0.9938,1.5138,1.3949,0.2741,-0.1048,-0.4106,-1.004,0.8602,4.8134,-2.0949,3.0682,1.0206,-2.8435,-1.2775,-0.4115,-0.0596,-1.7432,-0.1355,-0.0362,-0.3174,-0.2128,2.877
sequence_40859,543,0.1275,0.0336,0.0268,0.0302,0.0,0.0268,0.0302,0.057,0.0067,0.0537,0.1409,0.0235,0.0201,0.0503,0.0403,0.0973,0.057,0.0201,0.0503,0.1074,0.0,0.2753,2.6061,-2.4882,0.4856,-0.4707,0.3633,-1.3229,2.2415,-1.6798,0.0927,-1.3295,-1.624,1.9336,-1.8695,0.2672,-0.1624,1.8235,-0.2937,0.7835,-0.4266,4.7054,0.6457,-0.9828,-2.6912,-0.3868,0.4679,-0.0573,0.1695,-0.9595,0.464,-2.6907,0.3681,-1.8467,-1.4386,-1.4097,2.4364,-0.5559,2.3178,-2.0087,-2.8975,-1.7133,-2.1734,0.612,-0.1126,-1.0498,-1.5395,3.5453,-1.2798,-1.7609,2.0743,-2.0516,-0.5367,-1.8025,-0.0919,-0.1487,2.3269,0.1366,-0.7441,-2.6662,-0.296,-0.1719,-0.3068,2.182,-0.1641,-0.0043,3.092,-1.3349,0.5201,-0.1234,-0.9598,2.0845,-1.5583,0.2955,-2.9665,-0.25,-0.7068,2.6378,1.6764,-1.0169,1.5071,1.3837,0.2734,-0.1044,-0.3954,-0.9698,0.8548,4.8026,-2.0866,3.0735,1.0562,-2.8737,-1.2828,-0.382,-0.033,-1.7281,-0.146,-0.0277,-0.3336,-0.1891,2.8632
sequence_40836,543,0.1275,0.0336,0.0268,0.0302,0.0,0.0268,0.0302,0.057,0.0067,0.057,0.1409,0.0235,0.0201,0.047,0.0403,0.094,0.0604,0.0201,0.0503,0.1074,0.0,0.2687,2.5901,-2.4983,0.513,-0.4766,0.3479,-1.282,2.1953,-1.6552,0.0628,-1.3638,-1.6308,1.9294,-1.8209,0.3029,-0.1677,1.8012,-0.3165,0.8125,-0.4312,4.7015,0.6279,-0.9615,-2.6682,-0.4063,0.5133,-0.0518,0.1426,-0.9305,0.4578,-2.6757,0.3813,-1.7958,-1.4085,-1.4207,2.4572,-0.5859,2.3153,-2.045,-2.866,-1.6996,-2.1864,0.5956,-0.1152,-1.0239,-1.5362,3.5566,-1.2775,-1.7897,2.0743,-2.0267,-0.5433,-1.8095,-0.1119,-0.167,2.2998,0.1568,-0.7527,-2.6637,-0.3212,-0.171,-0.3532,2.1778,-0.1713,-0.0194,3.1051,-1.3186,0.499,-0.1122,-0.9649,2.0775,-1.5366,0.2778,-2.9989,-0.2377,-0.7001,2.6651,1.6321,-0.9678,1.5552,1.383,0.302,-0.1021,-0.3861,-1.0161,0.8486,4.8171,-2.0801,3.0301,1.0386,-2.8565,-1.2626,-0.3868,-0.0504,-1.6978,-0.12,-0.0431,-0.3146,-0.1939,2.8919
sequence_40837,543,0.1275,0.0336,0.0268,0.0302,0.0,0.0268,0.0302,0.057,0.0067,0.057,0.1409,0.0235,0.0201,0.047,0.0403,0.094,0.057,0.0235,0.0503,0.1074,0.0,0.2847,2.6106,-2.484,0.5098,-0.4799,0.353,-1.3224,2.1917,-1.6766,0.1047,-1.3464,-1.6308,1.9569,-1.8504,0.2869,-0.1907,1.8124,-0.3079,0.8246,-0.4235,4.7215,0.6492,-0.9724,-2.6503,-0.3943,0.5146,-0.069,0.1499,-0.9379,0.466,-2.6449,0.3759,-1.8133,-1.4122,-1.403,2.4752,-0.5749,2.3335,-2.0428,-2.8516,-1.6971,-2.1684,0.6104,-0.1051,-1.0031,-1.533,3.5631,-1.2755,-1.737,2.0509,-2.0259,-0.5347,-1.8048,-0.1012,-0.1639,2.3394,0.1699,-0.7471,-2.6549,-0.2919,-0.1714,-0.3401,2.1432,-0.174,-0.0199,3.0748,-1.3179,0.4973,-0.1111,-0.9592,2.0885,-1.5161,0.2689,-2.9982,-0.2339,-0.7002,2.6516,1.641,-0.9573,1.5201,1.3835,0.2927,-0.096,-0.3867,-1.0347,0.8575,4.8252,-2.0763,3.046,1.0415,-2.8459,-1.285,-0.3985,-0.0376,-1.7314,-0.1464,-0.056,-0.3186,-0.1874,2.9095
sequence_40820,543,0.1275,0.0336,0.0268,0.0302,0.0,0.0268,0.0302,0.057,0.0067,0.057,0.1443,0.0235,0.0201,0.0503,0.0403,0.094,0.057,0.0168,0.0503,0.1074,0.0,0.3091,2.5795,-2.4914,0.5201,-0.4867,0.346,-1.3098,2.1899,-1.6601,0.1066,-1.3626,-1.6324,1.943,-1.8169,0.3594,-0.2005,1.8236,-0.3111,0.8124,-0.4604,4.7228,0.6505,-0.9674,-2.6506,-0.4081,0.4865,-0.0619,0.1274,-0.9265,0.4582,-2.6579,0.3579,-1.8286,-1.4158,-1.3986,2.4641,-0.5574,2.3487,-2.0066,-2.8652,-1.6994,-2.1727,0.6288,-0.1015,-1.029,-1.5256,3.593,-1.2655,-1.7375,2.0757,-2.0469,-0.5341,-1.8017,-0.1229,-0.1367,2.3129,0.156,-0.7627,-2.6801,-0.3119,-0.1647,-0.3034,2.1567,-0.1606,-0.0142,3.0634,-1.3191,0.5059,-0.139,-0.9652,2.0804,-1.529,0.2976,-2.9781,-0.2325,-0.7163,2.6319,1.6472,-0.996,1.5146,1.3995,0.2476,-0.0823,-0.3919,-0.9882,0.8278,4.7968,-2.0666,3.0615,1.0568,-2.8286,-1.2442,-0.3898,-0.0459,-1.7109,-0.1504,-0.0415,-0.3359,-0.2201,2.8838
sequence_40821,549,0.1275,0.0336,0.0268,0.0302,0.0,0.0268,0.0302,0.057,0.0067,0.057,0.1409,0.0235,0.0235,0.0503,0.0403,0.094,0.057,0.0168,0.0503,0.1074,0.0,0.2923,2.5901,-2.492,0.505,-0.4826,0.3527,-1.3008,2.1873,-1.645,0.0875,-1.3626,-1.6277,1.932,-1.8148,0.3365,-0.1925,1.7949,-0.3173,0.8047,-0.4724,4.7231,0.6597,-0.9714,-2.6541,-0.3999,0.4881,-0.0577,0.1394,-0.93,0.4526,-2.6586,0.3696,-1.8096,-1.4158,-1.3942,2.4574,-0.5604,2.3329,-2.0245,-2.8613,-1.7053,-2.1761,0.6188,-0.0981,-1.0337,-1.5346,3.5805,-1.2806,-1.7571,2.0833,-2.027,-0.5331,-1.7978,-0.1105,-0.147,2.3112,0.1342,-0.7605,-2.6697,-0.3182,-0.1679,-0.32,2.1492,-0.173,-0.0009,3.0859,-1.3051,0.511,-0.1377,-0.9759,2.0847,-1.5362,0.3007,-2.9775,-0.2491,-0.7068,2.6324,1.6378,-0.9993,1.5327,1.3873,0.2368,-0.0895,-0.3987,-0.9878,0.8202,4.811,-2.0805,3.0606,1.056,-2.834,-1.2609,-0.3883,-0.0387,-1.7096,-0.1539,-0.0339,-0.3303,-0.1933,2.8783
