id,target,p_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9,p_10,p_11,p_12,p_13,p_14,p_15,p_16,p_17,p_18,p_19,p_20,p_21,p_22,p_23,p_24,p_25,p_26,p_27,p_28,p_29,p_30,p_31,p_32,p_33,p_34,p_35,p_36,p_37,p_38,p_39,p_40,p_41,p_42,p_43,p_44,p_45,p_46,p_47,p_48,p_49,p_50,p_51,p_52,p_53,p_54,p_55,p_56,p_57,p_58,p_59,p_60,p_61,p_62,p_63,p_64,p_65,p_66,p_67,p_68,p_69,p_70,p_71,p_72,p_73,p_74,p_75,p_76,p_77,p_78,p_79,p_80,p_81,p_82,p_83,p_84,p_85,p_86,p_87,p_88,p_89,p_90,p_91,p_92,p_93,p_94,p_95,p_96,p_97,p_98,p_99,p_100,p_101,p_102,p_103,p_104,p_105,p_106,p_107,p_108,p_109,p_110,p_111,p_112,p_113,p_114,p_115,p_116,p_117,p_118,p_119,p_120
sequence_40822,549,0.1309,0.0336,0.0268,0.0302,0.0,0.0268,0.0302,0.057,0.0067,0.057,0.1409,0.0235,0.0201,0.0503,0.0403,0.094,0.057,0.0201,0.047,0.1074,0.0,0.302,2.5719,-2.4856,0.5206,-0.504,0.3661,-1.3082,2.2066,-1.6512,0.1076,-1.3424,-1.6385,1.9518,-1.8515,0.3988,-0.1939,1.8375,-0.305,0.7959,-0.4509,4.7155,0.6205,-0.9719,-2.6437,-0.3927,0.498,-0.0531,0.1413,-0.9563,0.4735,-2.6756,0.3365,-1.8803,-1.4199,-1.4195,2.4548,-0.558,2.3546,-1.9832,-2.8751,-1.6973,-2.1742,0.6262,-0.0774,-1.0234,-1.5371,3.5621,-1.2364,-1.7288,2.0404,-2.0607,-0.5454,-1.7943,-0.1456,-0.1095,2.298,0.1555,-0.7723,-2.6888,-0.2861,-0.1862,-0.2683,2.198,-0.145,-0.0156,3.0361,-1.3273,0.479,-0.1305,-0.9679,2.0597,-1.5419,0.3193,-2.9724,-0.246,-0.7076,2.6034,1.6855,-1.0054,1.4879,1.3962,0.2525,-0.0967,-0.3849,-0.951,0.8241,4.8147,-2.0393,3.0633,1.0538,-2.8455,-1.241,-0.3919,-0.0359,-1.7087,-0.1597,-0.037,-0.3436,-0.2902,2.8898
sequence_40823,546,0.1275,0.0336,0.0268,0.0302,0.0,0.0268,0.0302,0.057,0.0067,0.0604,0.1409,0.0235,0.0201,0.0503,0.0369,0.094,0.057,0.0201,0.0503,0.1074,0.0,0.3174,2.5918,-2.4974,0.5142,-0.4705,0.3631,-1.3183,2.1793,-1.6951,0.1309,-1.3473,-1.613,1.9698,-1.8605,0.316,-0.2046,1.8513,-0.2961,0.8081,-0.4366,4.741,0.6397,-0.9822,-2.6323,-0.4054,0.4974,-0.0613,0.1328,-0.9684,0.5081,-2.6257,0.3541,-1.8636,-1.4004,-1.4028,2.465,-0.5475,2.372,-1.9913,-2.8351,-1.7027,-2.1481,0.6383,-0.108,-0.9934,-1.5293,3.5977,-1.2151,-1.7195,2.0459,-2.0238,-0.538,-1.8126,-0.1245,-0.1512,2.3389,0.152,-0.7445,-2.6359,-0.3114,-0.1523,-0.2998,2.1259,-0.155,-0.0066,3.0093,-1.3501,0.5027,-0.1381,-0.9427,2.0786,-1.4941,0.3236,-2.9933,-0.2338,-0.7175,2.6479,1.657,-1.0143,1.4652,1.4031,0.2467,-0.0755,-0.3924,-0.9879,0.8211,4.8141,-2.0522,3.068,1.0505,-2.8076,-1.2692,-0.4037,-0.0546,-1.7177,-0.1603,-0.06,-0.3006,-0.2332,2.909
sequence_40834,546,0.1275,0.0336,0.0268,0.0302,0.0,0.0268,0.0302,0.057,0.0067,0.057,0.1409,0.0235,0.0201,0.0503,0.0369,0.094,0.057,0.0201,0.0503,0.1107,0.0,0.3211,2.5958,-2.5026,0.5118,-0.4738,0.3614,-1.3177,2.1838,-1.6935,0.1324,-1.3489,-1.614,1.9742,-1.8632,0.3285,-0.2058,1.8562,-0.2997,0.8141,-0.4499,4.7433,0.6416,-0.9906,-2.6383,-0.408,0.4936,-0.0594,0.1313,-0.9767,0.5029,-2.6268,0.3515,-1.8702,-1.4046,-1.4094,2.4647,-0.5472,2.37,-1.9948,-2.843,-1.702,-2.153,0.64,-0.109,-0.9865,-1.5238,3.5961,-1.2231,-1.7298,2.0509,-2.0284,-0.5423,-1.816,-0.1239,-0.1544,2.3464,0.1539,-0.7424,-2.6388,-0.3127,-0.1561,-0.3005,2.1291,-0.1527,-0.0077,3.0154,-1.3543,0.5007,-0.137,-0.9409,2.0772,-1.4959,0.3261,-2.9976,-0.2363,-0.7171,2.6446,1.6556,-1.0225,1.4684,1.4071,0.236,-0.0757,-0.3907,-0.9873,0.8191,4.8157,-2.0549,3.0665,1.0523,-2.8134,-1.271,-0.4104,-0.0504,-1.7255,-0.1604,-0.0594,-0.2958,-0.2408,2.9116
sequence_40832,555,0.1275,0.0336,0.0268,0.0268,0.0,0.0268,0.0336,0.057,0.0067,0.057,0.1409,0.0235,0.0201,0.0503,0.0403,0.094,0.057,0.0201,0.0503,0.1074,0.0,0.3008,2.6055,-2.5045,0.4793,-0.4836,0.3299,-1.325,2.1527,-1.6462,0.0983,-1.3458,-1.6452,1.9352,-1.8218,0.3448,-0.19,1.7903,-0.3137,0.8209,-0.4533,4.7177,0.6584,-0.9329,-2.6394,-0.3792,0.5217,-0.0522,0.1659,-0.9532,0.4357,-2.6664,0.3774,-1.812,-1.4114,-1.4294,2.4771,-0.583,2.3312,-2.032,-2.8712,-1.7177,-2.1893,0.5983,-0.0829,-1.0165,-1.5462,3.5525,-1.2728,-1.7521,2.0529,-2.0407,-0.5508,-1.8177,-0.1197,-0.1448,2.315,0.1491,-0.7756,-2.678,-0.3074,-0.1711,-0.3143,2.1484,-0.1451,-0.0109,3.1021,-1.2849,0.492,-0.1353,-0.9677,2.0806,-1.5575,0.2785,-2.9831,-0.2451,-0.6971,2.6272,1.6422,-0.958,1.5557,1.3664,0.2471,-0.103,-0.4104,-0.9809,0.8415,4.8242,-2.0506,3.0672,1.0543,-2.8142,-1.2843,-0.3625,-0.0445,-1.732,-0.1873,-0.0328,-0.3324,-0.1787,2.8733
sequence_40833,549,0.1275,0.0336,0.0268,0.0268,0.0,0.0268,0.0302,0.057,0.0067,0.057,0.1409,0.0235,0.0201,0.0503,0.0403,0.094,0.0604,0.0201,0.0503,0.1074,0.0,0.2894,2.6066,-2.5499,0.4775,-0.492,0.3396,-1.2811,2.1581,-1.6275,0.0672,-1.3611,-1.6547,1.9229,-1.8082,0.3403,-0.1713,1.7932,-0.3224,0.8209,-0.458,4.7127,0.6371,-0.9237,-2.6527,-0.4013,0.5262,-0.0568,0.146,-0.919,0.4324,-2.6878,0.3784,-1.7823,-1.416,-1.4283,2.4741,-0.599,2.3415,-2.0583,-2.8943,-1.7371,-2.2275,0.6066,-0.0911,-1.0685,-1.5655,3.5561,-1.2964,-1.8062,2.0783,-2.0216,-0.5414,-1.7881,-0.0935,-0.1221,2.2758,0.1584,-0.7823,-2.7423,-0.3165,-0.1368,-0.3459,2.2188,-0.1685,-0.0071,3.1548,-1.2862,0.4912,-0.1209,-0.9626,2.061,-1.6021,0.2774,-2.9886,-0.2387,-0.693,2.6375,1.6714,-0.9118,1.6142,1.3501,0.2631,-0.0975,-0.4107,-0.9714,0.8318,4.8152,-2.0436,3.0902,1.0597,-2.8389,-1.2564,-0.3447,-0.0435,-1.7367,-0.1461,-0.0496,-0.3234,-0.1691,2.8708
sequence_40830,558,0.1242,0.0336,0.0268,0.0302,0.0,0.0268,0.0302,0.057,0.0067,0.057,0.1409,0.0235,0.0235,0.0503,0.0403,0.094,0.057,0.0201,0.0503,0.1074,0.0,0.3119,2.5988,-2.5019,0.4821,-0.485,0.3551,-1.2831,2.2273,-1.6812,0.0637,-1.3576,-1.6315,1.9262,-1.8519,0.3,-0.1727,1.8057,-0.2891,0.7926,-0.4413,4.7371,0.628,-0.9672,-2.6877,-0.4046,0.4614,-0.0354,0.1402,-0.9304,0.4787,-2.6777,0.3612,-1.833,-1.4342,-1.3721,2.4469,-0.5822,2.3478,-2.0182,-2.8723,-1.7041,-2.1917,0.6319,-0.0906,-1.0547,-1.561,3.5832,-1.2688,-1.7803,2.0934,-2.0312,-0.5465,-1.8023,-0.112,-0.1362,2.2852,0.1626,-0.7721,-2.6921,-0.3052,-0.1766,-0.3161,2.209,-0.1797,-0.0048,3.0652,-1.3384,0.493,-0.1323,-0.9685,2.0669,-1.5536,0.3183,-2.9869,-0.235,-0.6996,2.6344,1.6825,-0.972,1.5385,1.3833,0.276,-0.0934,-0.4036,-0.9657,0.8248,4.8167,-2.073,3.0782,1.0342,-2.8783,-1.2514,-0.382,-0.046,-1.6947,-0.1083,-0.0339,-0.3224,-0.1924,2.8822
sequence_40798,579,0.1242,0.0336,0.0268,0.0302,0.0034,0.0268,0.0302,0.057,0.0067,0.057,0.1409,0.0235,0.0235,0.0503,0.0403,0.094,0.0537,0.0201,0.0503,0.1074,0.0,0.3192,2.5998,-2.5027,0.4647,-0.4888,0.3416,-1.2894,2.208,-1.6787,0.0775,-1.3442,-1.6343,1.9324,-1.8454,0.294,-0.1801,1.7821,-0.2919,0.78,-0.4279,4.741,0.6332,-0.9633,-2.6556,-0.4038,0.4564,-0.0324,0.1587,-0.9364,0.4917,-2.6535,0.3544,-1.8196,-1.439,-1.3498,2.4496,-0.592,2.357,-2.0293,-2.8571,-1.6983,-2.1897,0.631,-0.0942,-1.0464,-1.5708,3.577,-1.2458,-1.7473,2.0759,-2.0287,-0.5393,-1.792,-0.1148,-0.1316,2.2746,0.1693,-0.7763,-2.6755,-0.302,-0.1824,-0.3066,2.1938,-0.1666,0.0012,3.04,-1.3301,0.4855,-0.1443,-0.9724,2.075,-1.5437,0.3083,-2.9804,-0.2402,-0.6992,2.6249,1.6867,-0.9478,1.5134,1.3707,0.278,-0.0956,-0.4123,-0.9542,0.8109,4.8224,-2.0633,3.0895,1.0426,-2.8701,-1.2643,-0.3728,-0.0405,-1.6942,-0.1311,-0.0202,-0.3133,-0.205,2.8857
sequence_40865,580,0.1242,0.0336,0.0268,0.0302,0.0,0.0268,0.0302,0.057,0.0067,0.057,0.1409,0.0235,0.0235,0.0503,0.0403,0.094,0.0537,0.0201,0.0503,0.1107,0.0,0.3005,2.5929,-2.5067,0.4683,-0.4732,0.3276,-1.2828,2.1806,-1.629,0.0543,-1.3522,-1.6384,1.9246,-1.8109,0.3285,-0.1884,1.7595,-0.2879,0.7609,-0.4573,4.755,0.6498,-0.9203,-2.6368,-0.4043,0.4966,-0.0207,0.1613,-0.9316,0.4735,-2.6612,0.3657,-1.8157,-1.4364,-1.3506,2.4343,-0.6013,2.3511,-2.0245,-2.8515,-1.6976,-2.1894,0.6066,-0.0931,-1.073,-1.5745,3.5799,-1.2625,-1.7726,2.1078,-2.0255,-0.5487,-1.8142,-0.1048,-0.1429,2.2609,0.1688,-0.7916,-2.6741,-0.3313,-0.1953,-0.2925,2.1903,-0.1613,0.0204,3.0595,-1.2945,0.484,-0.1574,-0.9789,2.0767,-1.5354,0.2975,-2.9841,-0.2409,-0.7007,2.6272,1.6889,-0.9305,1.5316,1.3707,0.2549,-0.0966,-0.4054,-0.9434,0.7999,4.8295,-2.0501,3.0985,1.059,-2.867,-1.2806,-0.3501,-0.0303,-1.6578,-0.1677,-0.0334,-0.3145,-0.1856,2.9022
sequence_40863,566,0.1275,0.0336,0.0268,0.0302,0.0,0.0268,0.0302,0.057,0.0067,0.057,0.1409,0.0235,0.0235,0.0503,0.0403,0.094,0.0537,0.0168,0.0503,0.1107,0.0,0.2812,2.5835,-2.494,0.4893,-0.4695,0.3259,-1.3025,2.1414,-1.5926,0.0807,-1.3549,-1.635,1.9322,-1.7806,0.3611,-0.2109,1.7496,-0.3153,0.7738,-0.4852,4.7394,0.6804,-0.926,-2.6035,-0.398,0.525,-0.043,0.1568,-0.9349,0.451,-2.6394,0.3751,-1.7961,-1.4143,-1.3709,2.4449,-0.5782,2.3329,-2.0298,-2.8392,-1.6997,-2.1718,0.5927,-0.0995,-1.0494,-1.5482,3.5763,-1.2731,-1.7487,2.0959,-2.0209,-0.5336,-1.8076,-0.1027,-0.1538,2.2896,0.1414,-0.7796,-2.6504,-0.3426,-0.1876,-0.2979,2.1295,-0.1547,0.0231,3.0762,-1.2637,0.5003,-0.1569,-0.9852,2.0893,-1.5173,0.2769,-2.973,-0.2573,-0.7078,2.6261,1.6417,-0.9593,1.5213,1.3749,0.2182,-0.0937,-0.4004,-0.9639,0.7961,4.8229,-2.0575,3.0787,1.0767,-2.8211,-1.2902,-0.3565,-0.0221,-1.6713,-0.2099,-0.0356,-0.3229,-0.1826,2.8997
sequence_40801,561,0.1242,0.0336,0.0268,0.0336,0.0,0.0268,0.0302,0.057,0.0067,0.057,0.1409,0.0235,0.0235,0.0503,0.0403,0.094,0.0537,0.0201,0.0503,0.1074,0.0,0.3031,2.5867,-2.4863,0.4561,-0.4786,0.3552,-1.3089,2.3069,-1.7755,0.0564,-1.3486,-1.6398,1.9438,-1.8897,0.2281,-0.1427,1.8389,-0.3024,0.842,-0.3878,4.7018,0.6211,-1.0264,-2.7618,-0.4022,0.3651,-0.0601,0.1431,-0.961,0.4715,-2.7087,0.3619,-1.8312,-1.4398,-1.4003,2.4678,-0.5616,2.3593,-2.0446,-2.9029,-1.6947,-2.1874,0.6473,-0.088,-1.0381,-1.5409,3.5574,-1.2889,-1.8061,2.0754,-2.0481,-0.572,-1.8043,-0.1273,-0.1475,2.3081,0.1673,-0.7588,-2.7002,-0.2472,-0.1193,-0.3519,2.2004,-0.1888,-0.0379,3.0715,-1.3872,0.5237,-0.1125,-0.957,2.0704,-1.5777,0.3067,-3.0019,-0.2604,-0.6771,2.649,1.6712,-0.9997,1.5525,1.3988,0.3342,-0.1045,-0.4179,-1.0238,0.9052,4.7979,-2.1261,3.031,0.9924,-2.9048,-1.2297,-0.4148,-0.0703,-1.7578,-0.0449,-0.0235,-0.3045,-0.2063,2.8575
sequence_40802,560,0.1275,0.0336,0.0268,0.0336,0.0,0.0268,0.0302,0.057,0.0067,0.057,0.1376,0.0235,0.0201,0.0503,0.0403,0.094,0.0537,0.0235,0.0503,0.1074,0.0,0.2712,2.609,-2.482,0.4777,-0.4862,0.3508,-1.3475,2.3017,-1.7549,0.0692,-1.3503,-1.6329,1.9654,-1.8753,0.2551,-0.1369,1.8541,-0.3017,0.8301,-0.3999,4.6911,0.6362,-1.0061,-2.7432,-0.3975,0.4105,-0.094,0.1724,-0.9886,0.4595,-2.7234,0.3778,-1.8349,-1.4538,-1.4421,2.4875,-0.5358,2.3618,-2.0681,-2.9165,-1.6957,-2.175,0.6291,-0.0895,-1.0322,-1.5137,3.5419,-1.3249,-1.8001,2.0704,-2.0603,-0.567,-1.8047,-0.1296,-0.1541,2.357,0.1391,-0.7408,-2.6935,-0.2379,-0.1273,-0.3678,2.1752,-0.166,-0.0563,3.103,-1.3647,0.512,-0.0945,-0.9543,2.1056,-1.5794,0.2857,-3.0154,-0.252,-0.6833,2.6644,1.6667,-1.0187,1.546,1.4153,0.3408,-0.105,-0.4247,-1.0382,0.9455,4.7943,-2.147,2.9929,1.0094,-2.8949,-1.2685,-0.3961,-0.0607,-1.7821,-0.1049,-0.0271,-0.3132,-0.2146,2.8575
sequence_40796,567,0.1242,0.0336,0.0268,0.0302,0.0034,0.0268,0.0302,0.057,0.0067,0.057,0.1409,0.0235,0.0268,0.0503,0.0403,0.094,0.0537,0.0168,0.0503,0.1074,0.0,0.3133,2.589,-2.4984,0.4653,-0.4858,0.3459,-1.2992,2.1999,-1.6644,0.0753,-1.3501,-1.6339,1.9265,-1.8325,0.2935,-0.1914,1.7602,-0.3056,0.7839,-0.4483,4.7363,0.6435,-0.965,-2.655,-0.4072,0.4573,-0.0359,0.1498,-0.918,0.4834,-2.6332,0.3622,-1.7997,-1.4266,-1.3345,2.4489,-0.5834,2.3505,-2.0362,-2.8485,-1.6919,-2.186,0.6286,-0.0943,-1.0559,-1.5631,3.5865,-1.2606,-1.7544,2.0998,-2.0109,-0.5404,-1.7771,-0.1062,-0.1404,2.2763,0.1562,-0.7726,-2.6691,-0.3109,-0.1709,-0.3104,2.1774,-0.1739,0.0123,3.0416,-1.3197,0.4879,-0.1458,-0.9836,2.0847,-1.535,0.2941,-2.974,-0.2527,-0.6973,2.6299,1.6557,-0.9575,1.5168,1.3721,0.2684,-0.0941,-0.4133,-0.9701,0.8098,4.8122,-2.0754,3.0811,1.0446,-2.859,-1.2609,-0.3688,-0.0344,-1.6857,-0.1295,-0.0176,-0.3147,-0.1867,2.8805
sequence_40795,562,0.1275,0.0336,0.0268,0.0302,0.0034,0.0268,0.0302,0.057,0.0067,0.057,0.1409,0.0235,0.0235,0.0503,0.0403,0.094,0.0537,0.0168,0.0503,0.1074,0.0,0.2994,2.5939,-2.4922,0.4893,-0.4889,0.3408,-1.3112,2.1691,-1.641,0.1058,-1.346,-1.6295,1.939,-1.8128,0.328,-0.1982,1.7714,-0.3194,0.7911,-0.459,4.7263,0.6659,-0.9715,-2.6221,-0.4007,0.4837,-0.0544,0.1565,-0.9414,0.4661,-2.6346,0.3623,-1.7974,-1.4199,-1.3716,2.4626,-0.569,2.3418,-2.0371,-2.845,-1.7011,-2.1737,0.6222,-0.0983,-1.0242,-1.544,3.5736,-1.2569,-1.7151,2.0658,-2.0264,-0.5237,-1.7856,-0.1162,-0.1438,2.3058,0.1407,-0.7636,-2.6531,-0.3135,-0.1743,-0.31,2.1328,-0.1616,0.0065,3.0636,-1.2999,0.5043,-0.1483,-0.9798,2.0924,-1.5277,0.2911,-2.9714,-0.253,-0.7076,2.6265,1.6449,-0.9769,1.5045,1.3747,0.2407,-0.0931,-0.4068,-0.9789,0.8096,4.8174,-2.0728,3.076,1.0628,-2.8248,-1.2742,-0.3833,-0.0325,-1.7116,-0.1763,-0.021,-0.3231,-0.208,2.8842
sequence_40866,620,0.1242,0.0336,0.0268,0.0268,0.0034,0.0268,0.0336,0.057,0.0067,0.057,0.1409,0.0235,0.0235,0.0503,0.0403,0.094,0.0537,0.0201,0.0503,0.1074,0.0,0.336,2.6106,-2.4714,0.4528,-0.4773,0.3365,-1.3257,2.1992,-1.6952,0.0914,-1.3465,-1.6299,1.9488,-1.8656,0.2635,-0.1844,1.7946,-0.3129,0.7826,-0.3877,4.7304,0.6272,-0.9665,-2.6547,-0.3984,0.4507,-0.0236,0.1402,-0.932,0.5115,-2.6048,0.3658,-1.817,-1.4194,-1.3267,2.4805,-0.5883,2.3622,-2.0343,-2.8486,-1.6654,-2.16,0.6255,-0.1039,-1.0182,-1.5551,3.5699,-1.2456,-1.7241,2.0344,-2.0281,-0.5371,-1.7896,-0.1145,-0.1243,2.2914,0.179,-0.7841,-2.6501,-0.2808,-0.1813,-0.3236,2.1703,-0.1517,-0.009,2.9714,-1.344,0.4755,-0.1403,-0.9746,2.0684,-1.5247,0.2633,-2.9754,-0.2481,-0.7019,2.6423,1.6493,-0.9636,1.4799,1.3981,0.2799,-0.0884,-0.4169,-0.973,0.7932,4.8122,-2.0724,3.0404,1.001,-2.8455,-1.2491,-0.3865,-0.0424,-1.691,-0.105,-0.0241,-0.2965,-0.1698,2.8735
sequence_40799,597,0.1242,0.0336,0.0268,0.0302,0.0034,0.0268,0.0302,0.057,0.0067,0.057,0.1409,0.0235,0.0235,0.047,0.0403,0.094,0.057,0.0201,0.0503,0.1074,0.0,0.2888,2.591,-2.5062,0.4739,-0.4842,0.3377,-1.2789,2.2057,-1.6672,0.0448,-1.3565,-1.6395,1.9269,-1.8308,0.2698,-0.168,1.7682,-0.3047,0.7932,-0.4131,4.7176,0.615,-0.9467,-2.6657,-0.4118,0.4857,-0.0343,0.1546,-0.9182,0.4886,-2.6593,0.3689,-1.7898,-1.4215,-1.3685,2.4511,-0.6128,2.3333,-2.0569,-2.8551,-1.6923,-2.2017,0.6009,-0.113,-1.0472,-1.5682,3.5629,-1.2578,-1.7941,2.0963,-2.0116,-0.5509,-1.7943,-0.1033,-0.158,2.2652,0.1788,-0.7652,-2.6651,-0.3121,-0.18,-0.3431,2.2127,-0.1719,-0.0104,3.0675,-1.329,0.4738,-0.1275,-0.9717,2.0847,-1.5406,0.272,-3.0018,-0.2375,-0.6927,2.6616,1.6531,-0.9216,1.5476,1.3695,0.3255,-0.106,-0.3986,-0.9987,0.8358,4.8219,-2.0777,3.054,1.0326,-2.889,-1.2626,-0.363,-0.046,-1.6751,-0.103,-0.0269,-0.2975,-0.1892,2.8983
sequence_40788,510,0.1242,0.0336,0.0268,0.0302,0.0034,0.0268,0.0302,0.0604,0.0067,0.057,0.1409,0.0235,0.0235,0.0503,0.0403,0.094,0.0537,0.0168,0.0503,0.1074,0.0,0.3132,2.5663,-2.4706,0.4597,-0.4646,0.3806,-1.2826,2.2697,-1.7234,0.0697,-1.3621,-1.6471,1.9256,-1.8791,0.2868,-0.1497,1.8553,-0.3216,0.8199,-0.3905,4.6885,0.6139,-0.9876,-2.7514,-0.3909,0.4542,-0.0356,0.114,-0.9257,0.5005,-2.7033,0.3575,-1.8679,-1.4163,-1.3937,2.4637,-0.5716,2.3529,-2.0208,-2.8745,-1.6748,-2.1825,0.6229,-0.0806,-1.0518,-1.5665,3.5498,-1.2662,-1.7774,2.0555,-2.0285,-0.5566,-1.7792,-0.1477,-0.1203,2.2708,0.1747,-0.772,-2.7072,-0.2639,-0.1241,-0.3748,2.224,-0.1873,-0.0313,3.0214,-1.3929,0.4749,-0.1057,-0.9572,2.0526,-1.5924,0.2953,-2.9823,-0.2578,-0.6956,2.6519,1.6571,-1.0071,1.52,1.4164,0.3058,-0.1013,-0.4142,-0.9857,0.8306,4.8048,-2.0965,2.9933,1.0135,-2.8783,-1.1861,-0.3999,-0.0667,-1.7065,-0.0575,-0.0251,-0.3028,-0.2008,2.842
sequence_40867,622,0.1242,0.0336,0.0268,0.0268,0.0034,0.0268,0.0336,0.057,0.0067,0.057,0.1409,0.0235,0.0235,0.047,0.0403,0.094,0.057,0.0201,0.0503,0.1074,0.0,0.3025,2.601,-2.4752,0.4648,-0.4734,0.3289,-1.3136,2.1924,-1.676,0.056,-1.3599,-1.6361,1.9407,-1.8445,0.2435,-0.1712,1.7765,-0.3289,0.7958,-0.3793,4.7086,0.6112,-0.9437,-2.6619,-0.408,0.4822,-0.0269,0.1371,-0.9133,0.5084,-2.6131,0.3798,-1.7829,-1.4007,-1.3441,2.4837,-0.6142,2.3379,-2.0646,-2.8435,-1.6637,-2.1745,0.592,-0.1216,-1.0167,-1.5552,3.5556,-1.2587,-1.7748,2.0634,-2.0092,-0.5488,-1.7936,-0.0999,-0.1515,2.2841,0.1875,-0.7734,-2.6408,-0.294,-0.1793,-0.3583,2.1888,-0.1558,-0.0205,3.0068,-1.3385,0.4619,-0.1274,-0.9745,2.0839,-1.524,0.2267,-3.0006,-0.2426,-0.6958,2.679,1.6174,-0.9314,1.5237,1.3961,0.3232,-0.0997,-0.4033,-1.0167,0.8186,4.8127,-2.0875,3.0102,0.9944,-2.8691,-1.2489,-0.373,-0.0473,-1.6724,-0.0816,-0.033,-0.282,-0.1519,2.8892
